sentence,correct_label,label
"Por lo anterior, se aceleró la industrialización, se subordinó el sector agropecuario, polarizándose; se consolidó el sector privado; se crearon cuantiosas obras de infraestructura; se aceleró el   estatal; se crearon y fortalecieron los centros urbanos que absorbieron a los migrantes de las áreas rurales.",1,1
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado () exoneró por unanimidad  al consejero presidente, Armando Guerrero Ramírez, por  lo que desechó por infundada la solicitud de remoción hecha por la coalición PRI-PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de  votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el PRI acusándola de parcialidad.",0,0
"¿ aquien se lo  a quitar? por que tal y como se lo quites a 1, el resto salen por patas dxe aqui (si es que queda alguno) ¿se cree que esta idea se le ha ocurrido a ud el primero? esto ya se ha hecho en algun pais y la gente como ud ha pasado de vivir de los demas, a vivir en la .",0,0
"Nadie come ""soberanía"" monetaria ni le aprovecha que defiendan como perro su patrimonio mandando las tasas de interés a la estratosfera para que Merrill Lynch y George Soros  asociarse con el superespeculador llamado Banco de México, con las cuentas malas a nuestro cargo con deuda interna,  y Fobaproas.",0,0
"El Ayuntamiento de México, abundando en las ideas que predominaban en , respecto a desconocer la autoridad emanada del gobierno impuesto por Napoleón, invitó al Virrey, a través de los licenciados Azcárate y Primo de Verdad, a que reuniera a los delegados de los ayuntamientos y que se formara un  a la manera de la Cortes Españolas.",0,0
"La sesión solemne de la LXVII Legislatura del Congreso Local, el Primer Mandatario expresó que los mexicanos estamos trabajando para avanzar hacia una nueva etapa en la que la recuperación económica se traduzca en un crecimiento vigoroso y sostenido, que genere los empleos y sustente una política social que  eficazmente la  y la marginalidad.",1,0
"Prefieren lo fresco y, por ello, algunas acostumbran envolver a sus presas en una especie de capullo o envoltorio de seda; para que al  el , el platillo esté vivito y coleando.",0,0
"Algunos investigadores (Hennenberg y O'Shaughnessy, 2004) han analizado de qué manera los políticos ""manejan"" la realidad para proyectarla con fuerza simbólica en los medios, utilizando, por ejemplo, imágenes visuales (tal es el caso del actor Christopher Reeve pronunciando un discurso desde su silla de ruedas en la convención demócrata de 1996), actos simbólicos (Clinton tocando el saxofón), construcciones retóricas (como la frase "" al "", con la que Bush ha articulado la reacción al 11-S) o escenarios teatrales (como en el que vimos a Rodríguez Zapatero recibiendo las tropas en su retorno de Irak).",1,1
La  del  ha de avenirse a la constitución propia del país.,1,1
"Deberá ser entonces el trabajador, productor de la riqueza de las naciones, el dueño de su destino, como así también el hacedor del destino de un país que pide a gritos la instauración de  aún más directos de .",1,1
"Nos hubieras dejado en paz con los gobiernos priístas, que por lo menos nos daban estabilidad y crecimiento económico sin el  de la .",1,1
"Ante la controversia constitucional interpuesta por el Ejecutivo federal el pasado diciembre de 2004 en materia del Presupuesto de Egresos de la Federación de 2005, es preciso dotar al Congreso de la Unión de las herramientas de análisis, modificación y aprobación del Plan Nacional de Desarrollo (PND) y con ello lograr la  de la  participativa en un ámbito tan importante como lo es el proyecto de nación.",0,1
Señalaron que desde el 28 de marzo del 2007 la Cámara de Diputados le pidió a la SCJN que interviniera ante la grave y  violación de los  constitucionales.,1,1
"Como respuesta se puso en marcha una estrategia de alta inversión que ha resultado en la inyección de un total de 403 mil millones de pesos en el sector petrolero mexicano; las cuantiosas inversiones en exploración y explotación de crudo, han  significativamente nuestra  petrolera y al mismo tiempo han incrementado nuestra producción.",1,1
"> León: Diputados del PRI y PRD coincidieron en la necesidad de crear un ombusman de la información en Guanajuato, para defender los  de los ciudadanos de acceder a la  pública.",0,0
"Por lo tanto, el CETYS Universidad promueve sistemáticamente: La formación del carácter: Fomentar en el alumno la asimilación de  de  y la formación de hábitos encaminados a lograr su realización como persona, por el uso adecuado de su libertad y el funcionamiento armónico y verdaderamente humano de la Comunidad Social.",1,0
"Para explicar la tragedia  de muchas sociedades post-coloniales -, golpes militares, dictaduras,... 1",0,0
"Hoteles, restaurantes, bares, empresas de trekking y rafting, negocio de todo-lo-que-se-puede-encontrar-en-Asia,  de , excelentes casas de libros de segunda mano.",0,0
Vital reforzar la participación femenina en la  para erradicar violencia y,0,0
"Toda vez que no existe ningún órgano jurídico intermedio, lo apropiado es que las impugnaciones se presenten directamente ante la Sala Superior del Tribunal Electoral del Poder Judicial de la Federación, aceptando, desde luego, que los  de esa  serán definitivos e inapelables.",0,1
"Pero creo que  de  cada dos por tres, solo nos llevaría al caos.",1,0
Convención  sobre concesión de los derechos  de la mujer,0,0
"Alberto Cárdenas Jiménez,  Constitucional del Estado de Jalisco, entregó al Congreso del Estado, en sesión solemne, su segundo informe de .",0,0
"Que facil es venir a ladrar aqui cuando no ves tu propia realidad chico timido de lentes, que tuvo su primera relacion en el DF, si tu amigo, que pasas las noches jugando zelda en el wii, cual asalariado que eres, si tu, que te crees mejor que los demas, pero que jamas saldras de tu  de , asi es tu, amigo oaxaqueno que abres los ojos por primera vez al estar en la gran urbe de la ciudad de Mexico.",0,0
"Llamamos a este  revolución  por que acabaría con un régimen político dictatorial en el que un partido, el PRI, ha monopolizado la vida política mexicana, y el presidente en turno del país concentra todos los poderes, toma las principales decisiones y se comporta como un emperador.",0,0
"Ni quien  la  ni la manera como la mide —y lo sabes muy bien— está conforme a los términos de la Ley General de Desarrollo Social y no puede ser pretexto el hecho de que no estaba creado el Consejo Nacional de Evaluación, porque eso ha dependido de la propia Secretaría.",1,1
"Crear una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los recursos públicos mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y actos relativos a la aplicación de los fondos federales,  y municipales en estricto apego a derecho, asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que ; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0
"Fuente: Elaborado por la División de Economía y Comercio del Servicio de Investigación y Análisis de la Cámara de Diputados con información del Anexo del  Informe de , 2005.",0,0
"Es un intento de convencerlos de que se deben repartir migajas más jugosas que las que se reparten ahora pues, si la   más, puede haber un estallido social que, tal ves, afecte sus intereses.",1,1
"La información es la base de la democracia, sostuvo el candidato de la  a la Presidencia de la República, Andrés Manuel López Obrador al convocar a los ciudadanos a no dejarse manipular por la publicidad y la mercadotecnia política que pretende imponer al próximo presidente de .",0,0
"El protagonista en este campo, ha sido el trabajo realizado por un grupo multicéntrico, que también contaba con participación española, y que ha elaborado el mapa genético de los dos  más : el carcinoma de páncreas y el glioblastoma multiforme (un tumor cerebral).",1,1
"Por lo anterior, la  en la actualidad se  al doble reto de responder a las demandas de la vida moderna a la vez que modifica su esqueleto para dar cabida a la participación plena de los ciudadanos.",1,1
"Ampliar la imagen El director gerente del FMI, Rodrigo Rato, durante la inauguración de la sesión plenaria de ese organismo, realizada en Singapur, donde se autorizó que México, China, Corea del Sur y Turquía  su poder de  Foto: Ap Al Fondo Monetario Internacional (FMI) y a las naciones que lo controlan les encanta jugar a la democracia, a la democracia de a mentiritas.",0,0
"> Monterrey: De acuerdo con el proyecto de dictamen de la Ley de Acceso a la Información  que analiza la Comisión de Legislación del Congreso local, a partir del 2 de enero de 2003 los ciudadanos de Nuevo León obtendrán cualquier dato de los poderes Ejecutivo, Legislativo y Judicial del  y los municipios.",0,0
"Coordinar la integración de propuestas relativas al  de , cuotas y cupos de importación y exportación, relacionadas con el sector agroalimentario, así como llevar su seguimiento;",1,1
"Un tanto  de la situación nacional y de la  de ideas para cambiarla, fue en pos de sí y viajó a París en el año de 1914 con un cargo diplomático.",1,0
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. (Herbert Kaufman) * La libertad produce , y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más , el único animal que nunca está satisfecho. (Henry George)",0,0
"Contamos en nuestro taller de confecciones con la fabricación de guantes para ceremonia o desfiles, para el frío, para levantamiento de pesas, para los practicantes de golf y porteros en el cual hemos puesto como en todo lo que fabricamos, nuestro mayor esfuerzo tratando de  satisfactoriamente los  de nuestros clientes con el fin de de poder atenderlos en cualquier cantidad que soliciten, en especial en los guantes blancos de 100% algodón para desfiles y ceremonias.",1,0
